0.2;0.021952043
0.4;0.16970618
0.6;-0.125802094
0.8;0.422998987
1;0.233029382
1.2;0.148598446
1.4;1.035123269
1.6;0.444106721
1.8;0.211921648
2;0.655184059
2.2;0.127490713
2.4;0.064167511
2.6;0.16970618
2.8;-0.020263425
3;0.043059777
3.2;0.043059777
3.4;0.043059777
3.6;0.064167511
3.8;0.317460317
4;-0.020263425
4.2;0.000844309
4.4;1.077338737
4.6;1.140661939
4.8;0.401891253
5;0.739614995
5.2;1.668355285
5.4;0.760722729
5.6;4.370145221
5.8;0.27524485
6;2.090509963
6.2;6.734211415
6.4;0.380783519
6.6;0.760722729
6.8;2.259371834
7;1.393954745
7.2;5.277777778
7.4;-0.083586626
7.6;0.887369132
7.8;0.760722729
8;0.190813914
8.2;0.021952043
8.4;0.317460317
8.6;7.430766633
8.8;2.934819318
9;0.992907801
9.2;0.422998987
9.4;0.064167511
9.6;0.444106721
9.8;0.211921648
10;0.148598446
10.2;0.106382979
10.4;0.106382979
10.6;0.317460317
10.8;0.106382979
11;0.16970618
11.2;0.359675785
11.4;0.401891253
11.6;0.106382979
11.8;0.127490713
12;0.422998987
12.2;0.444106721
12.4;0.317460317
12.6;0.359675785
12.8;0.444106721
13;0.127490713
13.2;0.190813914
13.4;0.338568051
13.6;0.465214455
13.8;0.127490713
14;0.317460317
14.2;0.401891253
14.4;0.27524485
14.6;0.27524485
14.8;0.190813914
15;0.127490713
15.2;0.359675785
15.4;0.233029382
15.6;0.27524485
15.8;0.233029382
16;0.233029382
16.2;0.190813914
16.4;0.148598446
16.6;0.317460317
16.8;0.190813914
17;0.507429922
17.2;0.570753124
17.4;0.16970618
17.6;0.233029382
17.8;0.27524485
18;0.338568051
18.2;0.233029382
18.4;0.465214455
18.6;0.655184059
18.8;0.634076326
19;0.211921648
19.2;0.465214455
19.4;0.211921648
19.6;2.027186761
19.8;0.27524485
20;0.54964539
20.2;0.317460317
20.4;0.697399527
20.6;0.634076326
20.8;0.211921648
21;0.211921648
21.2;0.950692334
21.4;0.634076326
21.6;3.441404931
21.8;0.211921648
22;2.913711584
22.2;1.098446471
22.4;1.098446471
22.6;0.718507261
22.8;0.106382979
23;0.655184059
23.2;1.710570753
23.4;1.140661939
23.6;1.393954745
23.8;2.343802769
24;9.393785883
24.2;4.074636947
24.4;0.591860858
24.6;0.760722729
24.8;0.802938197
25;0.697399527
25.2;1.731678487
25.4;3.188112124
25.6;4.897838568
25.8;0.27524485
26;1.372847011
26.2;0.802938197
26.4;1.351739277
26.6;0.845153664
26.8;1.668355285
27;2.533772374
27.2;0.27524485
27.4;0.887369132
27.6;2.196048632
27.8;4.222391084
28;1.415062479
28.2;1.056231003
28.4;0.338568051
28.6;2.428233705
28.8;1.30952381
